id,Neighborhood,YearBuilt,Price
7200,Rural,2008,184353.0161
7201,Suburb,1960,252580.4036
7202,Suburb,1990,232148.0068
7203,Rural,1953,176816.7663
7204,Suburb,1976,156550.8283
7205,Rural,1995,272705.7534
7206,Suburb,2015,222521.5886
7207,Rural,2004,275533.4904
7208,Suburb,1987,263873.3565
7209,Urban,1954,134513.6475
7210,Urban,1977,107891.1629
7211,Rural,1958,181458.2088
7212,Suburb,2007,295216.4584
7213,Suburb,2002,292062.6568
7214,Urban,2000,210573.0981
7215,Urban,1996,79442.58846
7216,Rural,1990,210826.1954
7217,Suburb,1964,216479.5751
7218,Suburb,1996,257825.2379
7219,Rural,1976,171509.1876
7220,Suburb,1981,208222.6853
7221,Urban,2006,282190.6491
7222,Suburb,1998,284858.2259
7223,Suburb,1999,222604.997
7224,Suburb,1962,97960.81478
7225,Suburb,2017,279490.6612
7226,Urban,1997,188517.3144
7227,Suburb,2009,273283.6379
7228,Rural,1955,226822.6537
7229,Suburb,2016,279067.4321
7230,Rural,1991,229380.0681
7231,Rural,1955,254965.8619
7232,Rural,1974,322899.5892
7233,Suburb,1998,328194.2415
7234,Urban,1984,210921.0049
7235,Rural,1956,310583.6672
7236,Rural,1960,193652.2849
7237,Suburb,2009,211997.7778
7238,Urban,1956,300740.6955
7239,Urban,2016,420188.624
7240,Rural,1974,348298.3474
7241,Suburb,1953,219802.3301
7242,Suburb,2000,181346.3428
7243,Suburb,1992,282550.6432
7244,Rural,1994,257040.4964
7245,Rural,1992,213693.5692
7246,Suburb,1957,230073.1302
7247,Rural,1999,98780.90073
7248,Urban,2009,295989.9315
7249,Suburb,1980,260752.9649
7250,Suburb,1981,251045.766
7251,Suburb,1986,241222.6944
7252,Urban,1987,224177.5434
7253,Suburb,1976,267759.5779
7254,Urban,2000,174178.7104
7255,Suburb,2012,139158.2707
7256,Suburb,1957,46909.90595
7257,Rural,2002,237142.3869
7258,Rural,1956,145979.6186
7259,Rural,2017,288165.0873
7260,Urban,1996,216087.4108
7261,Urban,1997,292447.9037
7262,Urban,1957,279086.654
7263,Urban,1980,214079.6931
7264,Suburb,1997,278159.58
7265,Urban,1975,328531.6921
7266,Urban,1992,79419.65424
7267,Rural,1999,255586.7798
7268,Rural,2004,381431.1906
7269,Rural,1970,129308.3029
7270,Rural,1962,191470.8229
7271,Urban,2003,294023.0109
7272,Urban,2000,293841.7865
7273,Urban,1954,152520.7161
7274,Rural,2001,385277.4045
7275,Suburb,1950,155979.1074
7276,Suburb,1959,240375.4645
7277,Rural,1989,452870.619
7278,Suburb,2019,294531.3
7279,Rural,1972,278424.972
7280,Suburb,1976,134093.9608
7281,Rural,2015,105316.7496
7282,Rural,1966,153278.6108
7283,Suburb,1978,29695.88259
7284,Suburb,1951,291074.0277
7285,Suburb,2006,282043.8857
7286,Urban,2017,106276.6727
7287,Urban,1958,254042.8801
7288,Rural,1983,214435.8489
7289,Urban,1999,155000.5785
7290,Urban,1984,179969.0022
7291,Suburb,1982,288923.3813
7292,Suburb,1983,93424.50281
7293,Urban,1976,196553.9139
7294,Rural,2003,317578.7014
7295,Urban,1987,204066.9078
7296,Suburb,2004,176194.1858
7297,Rural,2014,191618.9768
7298,Rural,2005,146488.5278
7299,Urban,1996,246465.5892
7300,Urban,2006,278290.3919
7301,Urban,1984,142565.2669
7302,Suburb,2009,345503.3757
7303,Rural,1955,247354.7255
7304,Rural,1952,234912.3689
7305,Rural,2017,262911.0071
7306,Urban,1994,322740.4853
7307,Suburb,1956,149555.1544
7308,Rural,2016,215133.0776
7309,Urban,2016,269473.8672
7310,Rural,1966,321248.3406
7311,Suburb,1987,287941.1848
7312,Urban,1996,127023.1822
7313,Rural,2014,252805.3294
7314,Rural,2015,155047.5235
7315,Suburb,1950,230771.9193
7316,Suburb,1960,268657.4244
7317,Suburb,2011,156862.9959
7318,Urban,1958,268527.0344
7319,Suburb,1954,276963.5096
7320,Suburb,1989,220554.6974
7321,Rural,2006,290412.8866
7322,Suburb,1982,160271.8636
7323,Rural,1987,240456.6608
7324,Suburb,2005,173046.0848
7325,Urban,1979,200312.4968
7326,Rural,1982,130329.2681
7327,Suburb,1989,294233.7359
7328,Rural,2017,211213.7896
7329,Rural,1971,86793.28073
7330,Urban,1972,275994.0508
7331,Rural,1971,154750.7632
7332,Rural,2010,268652.045
7333,Suburb,1985,54590.61326
7334,Suburb,1950,231020.1763
7335,Urban,2016,304499.1834
7336,Urban,1974,366123.5677
7337,Urban,2018,212616.7224
7338,Suburb,2012,228927.1011
7339,Rural,2000,215510.6064
7340,Suburb,1971,132643.8025
7341,Rural,2006,196946.607
7342,Urban,1957,252401.6936
7343,Rural,1992,241033.2236
7344,Suburb,2005,153176.8683
7345,Urban,1970,295817.2226
7346,Suburb,1956,289858.4338
7347,Rural,1969,164652.4025
7348,Rural,2013,258224.9001
7349,Urban,1962,146980.2986
7350,Suburb,1963,77854.74525
7351,Suburb,1965,295840.6868
7352,Urban,1996,189690.1113
7353,Rural,1965,169213.7142
7354,Rural,1964,173924.3976
7355,Urban,2016,217406.5381
7356,Rural,1954,256423.4034
7357,Urban,1954,260971.9541
7358,Suburb,1994,248619.7129
7359,Rural,1963,227991.8249
7360,Urban,2014,188843.7773
7361,Urban,1993,176593.4952
7362,Rural,1985,285572.914
7363,Urban,1967,340801.0767
7364,Urban,2021,109291.4632
7365,Urban,1999,163242.0282
7366,Suburb,1993,269821.0361
7367,Urban,2007,243979.9716
7368,Urban,1993,256881.504
7369,Suburb,1950,162455.5087
7370,Rural,2020,139905.7148
7371,Urban,1951,374752.483
7372,Urban,1957,155667.0253
7373,Suburb,1959,215092.2075
7374,Urban,1958,207666.8457
7375,Suburb,1956,207197.9273
7376,Suburb,1998,197764.7165
7377,Suburb,1984,235909.74
7378,Rural,1985,362549.613
7379,Rural,2021,134941.3514
7380,Suburb,2004,293758.4368
7381,Suburb,1951,332725.3004
7382,Rural,1972,263885.0754
7383,Rural,1975,57294.91475
7384,Urban,1991,220492.6582
7385,Urban,1972,344907.465
7386,Suburb,1986,314097.8156
7387,Rural,1979,310514.6633
7388,Rural,2012,131922.4672
7389,Urban,1980,91660.40644
7390,Suburb,1991,205927.4139
7391,Rural,2004,138518.0873
7392,Rural,1996,101994.7694
7393,Rural,1950,312060.6247
7394,Suburb,2005,231080.5304
7395,Suburb,1960,265907.3088
7396,Rural,1974,154119.9227
7397,Suburb,1992,164396.4632
7398,Urban,1975,173055.1755
7399,Urban,1975,277155.5742
7400,Urban,1957,170089.6322
7401,Suburb,2017,133350.3517
7402,Urban,2016,327600.1606
7403,Rural,2008,233654.46
7404,Rural,1992,166659.91
7405,Suburb,2000,343738.8998
7406,Urban,1992,164584.5719
7407,Suburb,1963,324282.5457
7408,Suburb,1957,359195.3545
7409,Suburb,1991,185069.3098
7410,Rural,1952,263044.4753
7411,Suburb,1991,245467.9043
7412,Rural,1984,174234.4207
7413,Suburb,2001,351577.1383
7414,Urban,1994,159709.5328
7415,Rural,1951,77897.96676
7416,Suburb,1997,348880.3647
7417,Urban,2014,353516.7096
7418,Suburb,2020,250655.2976
7419,Urban,1958,235786.9794
7420,Rural,1997,322288.2555
7421,Rural,1987,333839.4627
7422,Suburb,2020,243677.0146
7423,Suburb,1999,313333.263
7424,Suburb,2016,165770.645
7425,Urban,2018,325955.6174
7426,Rural,1974,161269.4589
7427,Suburb,1982,259543.0359
7428,Urban,1995,140824.0909
7429,Urban,1961,155015.9786
7430,Rural,1959,190598.7079
7431,Rural,1967,492195.26
7432,Suburb,2013,195292.7353
7433,Rural,1995,333199.6392
7434,Suburb,1968,320089.1269
7435,Rural,1977,115788.0009
7436,Urban,1973,306851.7456
7437,Rural,2013,269178.6226
7438,Urban,1998,216159.4575
7439,Urban,2008,268162.0088
7440,Urban,2021,281269.3434
7441,Suburb,1978,214571.3265
7442,Urban,1952,326211.7781
7443,Suburb,1951,140889.5791
7444,Urban,2009,162746.3433
7445,Urban,2002,238731.5483
7446,Suburb,1972,208599.6744
7447,Rural,2001,203600.6686
7448,Suburb,1969,209688.5136
7449,Urban,1983,294909.8601
7450,Suburb,1981,302092.9
7451,Suburb,1976,185674.2418
7452,Rural,1959,234797.3642
7453,Suburb,1983,167723.3251
7454,Rural,1981,167976.0435
7455,Suburb,1991,255041.012
7456,Suburb,1962,267089.9585
7457,Rural,1977,198994.8968
7458,Rural,1980,202347.9881
7459,Suburb,1957,201406.4962
7460,Rural,1961,266120.0016
7461,Suburb,2020,59661.38572
7462,Suburb,2005,162217.5575
7463,Rural,1979,380553.8676
7464,Urban,1964,278037.715
7465,Urban,2019,219001.1348
7466,Urban,1997,132255.941
7467,Urban,1965,255584.8401
7468,Rural,1963,189173.5241
7469,Suburb,1982,161827.0997
7470,Urban,1995,156902.235
7471,Suburb,1982,69340.73832
7472,Rural,1987,257647.2557
7473,Rural,2011,130237.373
7474,Urban,1977,213229.3405
7475,Suburb,1991,118572.3568
7476,Rural,1970,123826.602
7477,Urban,2010,256036.1381
7478,Suburb,2007,288645.2078
7479,Urban,1974,163226.452
7480,Suburb,1956,346804.9577
7481,Suburb,1981,151354.323
7482,Suburb,2012,282746.4127
7483,Rural,1973,263534.7669
7484,Urban,1972,389824.0649
7485,Suburb,1988,89185.69181
7486,Suburb,1954,418034.0365
7487,Urban,2009,145481.1722
7488,Rural,1962,258049.2152
7489,Urban,1981,218059.6315
7490,Suburb,1995,268735.3884
7491,Suburb,2021,160445.7265
7492,Urban,2011,169669.9968
7493,Urban,1981,252190.3498
7494,Rural,2020,159982.0061
7495,Suburb,1992,192192.9627
7496,Suburb,1984,334441.2324
7497,Urban,1996,182783.4722
7498,Urban,2002,343054.1785
7499,Suburb,1958,395123.2718
7500,Suburb,1982,77465.45584
7501,Rural,1982,368397.788
7502,Suburb,2004,192457.721
7503,Suburb,1976,235096.547
7504,Urban,1981,231931.3518
7505,Rural,1982,169288.5503
7506,Suburb,1955,148607.4458
7507,Urban,2014,265378.1667
7508,Suburb,1957,209649.835
7509,Suburb,2013,237262.9049
7510,Rural,1978,36721.24033
7511,Suburb,1967,226287.0934
7512,Urban,1983,277987.0993
7513,Suburb,2021,282041.8344
7514,Urban,2006,117333.402
7515,Suburb,1959,290190.2508
7516,Urban,1984,112397.3877
7517,Urban,1957,154630.1133
7518,Suburb,1960,171246.7744
7519,Urban,1954,73928.49757
7520,Urban,1973,181193.3054
7521,Suburb,1985,360911.487
7522,Suburb,2018,100794.9378
7523,Suburb,1979,170165.559
7524,Rural,1987,315115.5862
7525,Urban,1975,215321.5242
7526,Urban,1988,133072.2712
7527,Rural,2016,115452.2734
7528,Rural,1986,269471.6828
7529,Urban,1963,100606.6418
7530,Suburb,2008,402386.0112
7531,Rural,1972,329127.9912
7532,Rural,1960,267514.1929
7533,Suburb,2017,341818.1336
7534,Suburb,1980,332296.3979
7535,Urban,1990,178976.8017
7536,Suburb,1983,82014.85086
7537,Rural,2015,158715.0236
7538,Urban,2015,330943.6816
7539,Urban,1950,300359.6375
7540,Urban,1978,204292.847
7541,Suburb,2006,197024.1128
7542,Suburb,2012,57599.50209
7543,Suburb,1997,313761.4731
7544,Suburb,1985,145240.0133
7545,Rural,1952,230607.7768
7546,Rural,1998,202493.0041
7547,Urban,2007,113307.3151
7548,Rural,1985,165266.0355
7549,Suburb,1994,158071.0456
7550,Suburb,1983,244073.8881
7551,Rural,1971,256011.435
7552,Rural,2014,213918.0859
7553,Rural,2011,170678.8731
7554,Suburb,2001,156713.1232
7555,Suburb,1975,329518.2122
7556,Urban,2018,182428.5086
7557,Urban,1955,290439.4212
7558,Urban,2007,244348.2392
7559,Rural,1985,304942.3899
7560,Rural,1995,154741.309
7561,Suburb,1970,147073.7371
7562,Rural,2004,240920.5436
7563,Suburb,1992,197862.0568
7564,Suburb,1984,315214.1719
7565,Rural,1963,324940.3917
7566,Rural,1974,331156.3907
7567,Suburb,1988,219792.3086
7568,Suburb,2016,223450.834
7569,Suburb,2019,262586.5221
7570,Rural,2002,308056.9585
7571,Suburb,1961,78638.04969
7572,Urban,2006,301046.6117
7573,Suburb,2009,334926.1925
7574,Rural,1985,215555.4117
7575,Suburb,2014,133658.0126
7576,Urban,2012,112940.4067
7577,Rural,1987,166739.2691
7578,Suburb,1980,289044.9798
7579,Suburb,1966,145635.9122
7580,Rural,1983,197037.5414
7581,Rural,1996,43816.18277
7582,Suburb,2001,206427.1064
7583,Suburb,1992,217321.2939
7584,Rural,1978,169713.9908
7585,Rural,1971,305058.5723
7586,Suburb,1987,224299.1978
7587,Rural,2011,274959.631
7588,Rural,1984,175137.9177
7589,Suburb,2004,177982.3686
7590,Suburb,1993,213964.105
7591,Rural,1955,201293.8381
7592,Urban,1968,293643.5467
7593,Rural,1961,263539.1783
7594,Rural,1976,261104.317
7595,Urban,1982,286124.2491
7596,Urban,1986,284015.4111
7597,Urban,2007,241487.041
7598,Urban,1980,178682.0302
7599,Rural,1996,291921.2309
7600,Urban,2015,180708.241
7601,Suburb,1969,299214.8462
7602,Rural,1978,233278.5073
7603,Suburb,1974,197117.8677
7604,Suburb,1961,62387.83194
7605,Rural,1957,293014.6742
7606,Rural,2012,115512.5663
7607,Rural,2016,321874.8022
7608,Urban,2010,142031.0589
7609,Urban,1977,205779.7484
7610,Suburb,1964,134067.4885
7611,Rural,2005,136827.2608
7612,Suburb,1954,379199.7408
7613,Suburb,2011,419473.8655
7614,Urban,1953,327764.3953
7615,Rural,1976,158599.9026
7616,Urban,1953,159246.0139
7617,Urban,2013,237960.032
7618,Urban,1963,236556.081
7619,Urban,1950,175593.2509
7620,Rural,1980,93865.33791
7621,Urban,1961,257353.0662
7622,Suburb,1957,351960.2498
7623,Urban,2011,306298.2129
7624,Urban,1972,314030.2173
7625,Urban,2014,275806.5823
7626,Rural,2014,387898.7192
7627,Urban,2007,177022.6839
7628,Urban,1995,109148.3473
7629,Suburb,2011,258867.2743
7630,Urban,1985,270687.7233
7631,Urban,1952,356364.8049
7632,Rural,1969,325045.2922
7633,Urban,2013,247754.5852
7634,Urban,1986,192213.7702
7635,Urban,2011,395447.6402
7636,Suburb,1963,174944.1574
7637,Urban,1990,245211.0471
7638,Rural,2015,400904.9584
7639,Rural,1953,251498.642
7640,Suburb,1959,178459.9288
7641,Urban,2020,217752.8393
7642,Suburb,1968,270690.4631
7643,Urban,2020,314413.581
7644,Rural,1976,196576.0629
7645,Urban,1983,301447.5308
7646,Suburb,2018,240234.9262
7647,Suburb,1989,251143.4765
7648,Rural,1989,183809.2358
7649,Suburb,1975,322540.5503
7650,Rural,2000,172126.5098
7651,Rural,1984,163922.6009
7652,Suburb,1955,231014.6735
7653,Rural,2010,220918.4592
7654,Suburb,2010,228523.9023
7655,Urban,1968,308200.3917
7656,Rural,1984,155904.8156
7657,Urban,1975,156762.814
7658,Urban,1984,332220.7964
7659,Rural,2000,170390.328
7660,Suburb,2009,286020.5132
7661,Suburb,2016,235195.3555
7662,Urban,1954,186024.7633
7663,Suburb,1994,206035.8761
7664,Rural,2009,241594.4158
7665,Urban,2009,252552.8834
7666,Suburb,1978,230431.9473
7667,Suburb,1993,88959.52023
7668,Urban,1969,185041.9712
7669,Suburb,2003,258498.1849
7670,Suburb,2005,98663.4792
7671,Urban,2005,358239.8358
7672,Urban,1989,112197.8361
7673,Rural,1971,149365.791
7674,Urban,1996,333306.1952
7675,Urban,2009,202550.8184
7676,Urban,1985,262147.6258
7677,Rural,1983,199599.6522
7678,Urban,1983,272900.053
7679,Urban,1976,73418.10583
7680,Urban,2014,211487.7225
7681,Urban,1978,235097.0556
7682,Rural,1981,231480.8329
7683,Suburb,2006,171211.4689
7684,Rural,1962,184965.0498
7685,Suburb,1985,273964.4724
7686,Suburb,1962,134257.3933
7687,Rural,1995,202712.2575
7688,Suburb,1954,119833.2808
7689,Urban,2002,239332.0647
7690,Urban,1966,334474.7383
7691,Rural,1951,291972.2524
7692,Suburb,1974,62533.35548
7693,Urban,1956,260456.7853
7694,Rural,1983,271235.5935
7695,Rural,1975,158448.0219
7696,Suburb,2007,318228.5831
7697,Suburb,2010,215835.3344
7698,Rural,1969,353065.1118
7699,Suburb,2014,258413.0402
7700,Urban,1971,218725.8768
7701,Rural,1966,161030.2892
7702,Rural,2012,294997.6823
7703,Rural,2015,244051.4677
7704,Rural,1965,232259.7051
7705,Urban,2004,212249.598
7706,Suburb,2005,194696.6722
7707,Suburb,1992,114072.0294
7708,Suburb,1959,114776.2548
7709,Suburb,2002,275062.947
7710,Suburb,2009,316486.3813
7711,Rural,1964,33289.35876
7712,Suburb,1953,334159.8125
7713,Rural,1996,371402.9764
7714,Suburb,1971,271067.4132
7715,Urban,1985,193297.0207
7716,Urban,1971,263629.7989
7717,Urban,1968,102641.9577
7718,Suburb,1960,172587.4989
7719,Suburb,2021,94130.38846
7720,Suburb,2014,288048.8084
7721,Suburb,2015,378171.4112
7722,Suburb,1964,163192.9958
7723,Urban,1978,258318.4065
7724,Suburb,1964,161257.1439
7725,Rural,2004,191445.8343
7726,Suburb,2008,165662.7441
7727,Urban,2010,260102.0735
7728,Urban,2006,260362.4511
7729,Suburb,1971,43639.11875
7730,Suburb,1979,195827.8563
7731,Suburb,1974,242161.2853
7732,Urban,2016,153279.3638
7733,Urban,1958,162496.3041
7734,Suburb,1983,347405.0774
7735,Urban,2013,306731.446
7736,Urban,1972,135080.0175
7737,Suburb,1959,254259.2394
7738,Suburb,1995,171067.6468
7739,Urban,2000,346938.4488
7740,Suburb,2011,229225.5268
7741,Suburb,1988,164113.8261
7742,Urban,2014,320777.5274
7743,Rural,2021,250431.3919
7744,Rural,2016,107439.2918
7745,Rural,2002,111865.1912
7746,Urban,1992,240394.6922
7747,Rural,1967,202418.3735
7748,Rural,1983,121535.7583
7749,Urban,1958,156675.8168
7750,Suburb,1951,265314.7596
7751,Urban,1964,198571.6081
7752,Suburb,1958,345776.2667
7753,Suburb,2009,256245.0814
7754,Suburb,1960,322826.4647
7755,Rural,2010,137435.5092
7756,Urban,2011,228327.167
7757,Suburb,1970,221960.3099
7758,Urban,2014,303946.0857
7759,Urban,1969,160468.3941
7760,Urban,2000,312019.1247
7761,Suburb,1957,201216.5655
7762,Rural,1996,289261.1566
7763,Suburb,1964,233203.1918
7764,Urban,1968,318586.5563
7765,Rural,1973,344763.2516
7766,Rural,1962,251269.9438
7767,Rural,1993,209029.437
7768,Urban,1956,207920.2126
7769,Suburb,2020,237686.1115
7770,Urban,1997,152381.3277
7771,Urban,1964,91900.69611
7772,Suburb,1961,246628.0101
7773,Urban,1977,270229.1476
7774,Urban,2007,129447.86
7775,Urban,1980,205497.0535
7776,Suburb,1953,281879.9064
7777,Suburb,2007,229353.7218
7778,Rural,2007,104943.8742
7779,Suburb,1990,299611.5195
7780,Suburb,1971,215799.9373
7781,Rural,1998,190502.1441
7782,Rural,1980,254245.0005
7783,Urban,1989,123238.4284
7784,Rural,2019,118958.4166
7785,Suburb,1969,179287.5979
7786,Rural,1985,154306.8731
7787,Suburb,2014,179365.654
7788,Urban,1992,388871.8514
7789,Urban,1990,287773.7266
7790,Rural,2016,104596.8299
7791,Urban,1997,266521.0785
7792,Rural,2019,172195.137
7793,Rural,2010,334981.8028
7794,Urban,1963,106921.3606
7795,Urban,1973,357807.8156
7796,Suburb,2016,290435.874
7797,Rural,1994,210711.071
7798,Urban,1993,224132.8456
7799,Urban,2014,268554.3571
7800,Urban,2014,205365.1479
7801,Suburb,1979,238032.2436
7802,Suburb,1973,214568.0226
7803,Urban,1987,74284.36671
7804,Urban,1976,279979.0243
7805,Urban,1983,142137.1855
7806,Urban,2003,206995.5176
7807,Rural,1956,411872.3898
7808,Suburb,2009,226787.2977
7809,Suburb,2021,341327.6243
7810,Suburb,1958,164937.9049
7811,Rural,1955,160310.1216
7812,Suburb,1951,258654.1233
7813,Suburb,1958,197643.6487
7814,Rural,1998,209892.2124
7815,Suburb,2019,206669.0194
7816,Urban,1950,349978.138
7817,Urban,1959,134841.1066
7818,Urban,2002,225073.7707
7819,Rural,1969,255211.5501
7820,Rural,1991,190984.2533
7821,Suburb,1968,205935.3369
7822,Suburb,1998,196297.5071
7823,Urban,2021,292337.8737
7824,Rural,1957,334213.0127
7825,Suburb,2004,170041.2874
7826,Urban,1968,223705.1528
7827,Suburb,1982,197295.9584
7828,Urban,1973,246396.1653
7829,Urban,1998,280086.8142
7830,Suburb,2016,198708.2902
7831,Urban,1952,267131.054
7832,Suburb,2002,166792.1291
7833,Suburb,1950,185516.9512
7834,Suburb,1976,266085.8717
7835,Urban,2000,282128.2234
7836,Rural,1980,194930.48
7837,Rural,1977,213160.899
7838,Suburb,1965,174168.786
7839,Urban,1958,187780.8348
7840,Rural,1981,304192.4246
7841,Rural,2014,84495.80018
7842,Rural,2014,328807.3896
7843,Urban,1973,159599.0029
7844,Suburb,2015,278434.8474
7845,Urban,2006,265207.4546
7846,Urban,1967,362595.3077
7847,Urban,1977,166078.0528
7848,Urban,1984,161716.1985
7849,Urban,2015,357940.7286
7850,Urban,1951,276395.5629
7851,Rural,1960,299372.332
7852,Urban,2009,275874.5236
7853,Suburb,2010,144219.9663
7854,Suburb,2014,211877.2748
7855,Rural,1977,202087.0174
7856,Suburb,1976,313696.5894
7857,Urban,1961,225947.2586
7858,Suburb,1988,189382.9105
7859,Rural,2010,274458.8937
7860,Rural,2000,282878.0938
7861,Suburb,2004,82390.10398
7862,Urban,1995,159393.8836
7863,Suburb,1963,266012.6497
7864,Rural,1981,241625.8053
7865,Urban,1956,353402.624
7866,Rural,1992,429118.7292
7867,Urban,2014,172772.7194
7868,Rural,1970,208060.2872
7869,Suburb,1979,184398.9669
7870,Urban,1975,184089.8067
7871,Rural,1992,360190.8296
7872,Rural,2010,354839.0491
7873,Rural,2001,249558.4132
7874,Suburb,2006,191682.1422
7875,Suburb,1979,313663.8729
7876,Rural,1987,255479.7307
7877,Rural,1972,198835.744
7878,Suburb,1985,123757.3955
7879,Suburb,1999,165863.7361
7880,Urban,1961,337496.9794
7881,Rural,1979,94381.05694
7882,Suburb,2003,252196.846
7883,Rural,1987,263575.7241
7884,Urban,2016,135825.8605
7885,Urban,1952,176523.2378
7886,Rural,1995,265316.8398
7887,Suburb,1999,164128.2751
7888,Urban,1975,187012.1505
7889,Rural,2012,196940.927
7890,Suburb,1978,181776.422
7891,Rural,2004,268119.6718
7892,Rural,2014,140547.4842
7893,Suburb,2021,266340.4005
7894,Rural,2011,306781.1198
7895,Rural,1984,188201.8214
7896,Suburb,2001,113367.3387
7897,Rural,2018,309474.2736
7898,Suburb,1950,130258.2842
7899,Suburb,1979,348050.0877
7900,Urban,2003,325377.8276
7901,Urban,2016,169686.4915
7902,Rural,1968,188967.6612
7903,Rural,2018,116086.6149
7904,Rural,1962,340154.392
7905,Suburb,2018,415164.6638
7906,Suburb,1989,90531.41343
7907,Urban,2018,66344.67791
7908,Urban,1999,282085.9661
7909,Rural,1953,301997.1638
7910,Suburb,1963,75114.23371
7911,Suburb,1965,175193.0568
7912,Suburb,2014,174965.5131
7913,Urban,1959,230377.6648
7914,Urban,1967,264243.9762
7915,Suburb,2009,238660.2217
7916,Suburb,1965,200694.2928
7917,Suburb,2013,165860.1643
7918,Rural,2009,130353.5402
7919,Suburb,2008,347488.1045
7920,Suburb,1965,166589.9931
7921,Urban,2011,290024.5766
7922,Suburb,1970,116721.1145
7923,Urban,1953,221685.145
7924,Urban,1987,208389.9909
7925,Urban,1973,300235.1173
7926,Suburb,2019,242807.1539
7927,Rural,1956,397428.4416
7928,Rural,2017,248171.2266
7929,Suburb,1985,238593.2546
7930,Urban,1980,157809.9428
7931,Urban,1963,233325.713
7932,Rural,1985,205291.5708
