id,SquareFeet,Bedrooms,Bathrooms
9317,2454,4,2
9318,2867,4,3
9319,2321,5,3
9320,2458,2,3
9321,2719,4,2
9322,1690,4,2
9323,2221,5,3
9324,2151,2,1
9325,1531,3,3
9326,2434,4,3
9327,2957,2,1
9328,1839,5,1
9329,2088,5,1
9330,2717,2,2
9331,1240,5,1
9332,2392,3,3
9333,1535,2,3
9334,2407,3,3
9335,2454,5,3
9336,2990,3,1
9337,1082,3,2
9338,1981,3,3
9339,2854,3,1
9340,2720,2,1
9341,1950,5,2
9342,2851,5,2
9343,1610,4,1
9344,1573,3,3
9345,1285,3,3
9346,1988,4,2
9347,2557,4,1
9348,1458,3,3
9349,2235,5,1
9350,1125,4,1
9351,2436,3,3
9352,2522,5,3
9353,1424,2,3
9354,1553,4,2
9355,1609,4,2
9356,2984,5,1
9357,2566,2,3
9358,2181,5,3
9359,1111,4,1
9360,1401,2,3
9361,2782,3,3
9362,1121,4,3
9363,1272,5,2
9364,2317,5,1
9365,1397,5,3
9366,1470,5,2
9367,1984,5,2
9368,2230,4,1
9369,2133,2,3
9370,2463,5,2
9371,2301,5,2
9372,2986,3,1
9373,2591,3,2
9374,2910,2,3
9375,2938,4,2
9376,1568,4,2
9377,2963,2,3
9378,2505,2,2
9379,2826,2,1
9380,2137,5,2
9381,2916,4,1
9382,1896,2,1
9383,1819,3,3
9384,1852,5,1
9385,2500,5,2
9386,1709,5,3
9387,2956,5,1
9388,1320,2,1
9389,1178,5,1
9390,1896,3,2
9391,1218,3,2
9392,1788,2,1
9393,2972,5,3
9394,2551,3,2
9395,1491,4,3
9396,2914,5,2
9397,1060,2,3
9398,2077,4,3
9399,2703,5,1
9400,1537,4,1
9401,1847,5,1
9402,1987,5,1
9403,1064,3,3
9404,2635,4,1
9405,1585,4,2
9406,2727,2,1
9407,1170,2,1
9408,2296,4,2
9409,2912,3,1
9410,2722,3,1
9411,1534,5,1
9412,2414,2,2
9413,2963,2,2
9414,1692,2,1
9415,2350,5,2
9416,1107,3,3
9417,2870,2,2
9418,2185,5,1
9419,1813,4,2
9420,2004,3,1
9421,1451,4,3
9422,2229,2,3
9423,1589,5,1
9424,2039,3,2
9425,1326,2,3
9426,1607,3,1
9427,1658,5,1
9428,1001,5,3
9429,2033,2,1
9430,1433,3,3
9431,1124,5,3
9432,2104,3,2
9433,1484,3,1
9434,1651,4,3
9435,2861,2,3
9436,2173,2,2
9437,1799,3,3
9438,1872,4,2
9439,2363,3,3
9440,1128,2,1
9441,1437,2,1
9442,1750,3,1
9443,1500,3,2
9444,2081,3,1
9445,2221,2,2
9446,1210,3,2
9447,2937,3,2
9448,1901,5,3
9449,1044,2,2
9450,2120,3,3
9451,2302,4,2
9452,1534,2,2
9453,2433,3,3
9454,1460,3,3
9455,1390,5,1
9456,2870,5,1
9457,2067,2,3
9458,1026,5,1
9459,1793,5,3
9460,2120,2,3
9461,1974,4,1
9462,1547,3,3
9463,1620,3,3
9464,1566,5,1
9465,1703,3,2
9466,2242,5,2
9467,1184,2,3
9468,2092,2,1
9469,2852,2,1
9470,2153,3,2
9471,2590,5,3
9472,2913,5,2
9473,2632,3,2
9474,1847,2,3
9475,1598,4,3
9476,1805,5,3
9477,2654,5,3
9478,2743,3,3
9479,2357,4,3
9480,2948,2,3
9481,2177,5,1
9482,2570,3,1
9483,1078,4,2
9484,1578,3,2
9485,2878,4,1
9486,1412,3,1
9487,1545,4,3
9488,2632,5,2
9489,1168,4,1
9490,1680,2,3
9491,2686,5,1
9492,1582,2,2
9493,1514,5,1
9494,2337,4,1
9495,1031,5,2
9496,1286,3,1
9497,1593,4,2
9498,2066,3,3
9499,2926,3,3
9500,1616,3,1
9501,2024,3,3
9502,2596,2,2
9503,1269,4,2
9504,2203,3,1
9505,2759,2,3
9506,1517,5,2
9507,2126,3,2
9508,2033,3,1
9509,1582,2,3
9510,2113,5,2
9511,1225,5,1
9512,1669,2,1
9513,2763,3,2
9514,1916,4,2
9515,1125,2,1
9516,1955,4,3
9517,2232,3,1
9518,2120,3,3
9519,1073,5,2
9520,2650,3,2
9521,2214,5,2
9522,2705,5,1
9523,2842,3,3
9524,2983,5,1
9525,2739,3,1
9526,1055,5,1
9527,1719,5,3
9528,1552,3,3
9529,1031,4,2
9530,2550,2,1
9531,1573,3,3
9532,1666,5,1
9533,1283,2,2
9534,2744,4,2
9535,2855,3,1
9536,2517,5,2
9537,1186,5,3
9538,1497,3,3
9539,2465,5,3
9540,1129,2,3
9541,1638,5,2
9542,2315,2,3
9543,1113,2,2
9544,2222,3,2
9545,1012,5,1
9546,2294,2,2
9547,2624,5,1
9548,2238,2,2
9549,1443,4,3
9550,2813,3,1
9551,2535,3,2
9552,1446,3,2
9553,1985,2,1
9554,1992,4,1
9555,1714,2,3
9556,1073,3,3
9557,1536,2,2
9558,1100,3,2
9559,1175,5,2
9560,1426,2,2
9561,2140,5,1
9562,2189,2,1
9563,1040,3,2
9564,1428,5,2
9565,1343,2,3
9566,2447,3,2
9567,1365,2,3
9568,2143,5,3
9569,1608,2,2
9570,1656,2,1
9571,1727,5,3
9572,1228,3,3
9573,1824,2,2
9574,2153,2,1
9575,2375,4,3
9576,1888,4,2
9577,2341,3,1
9578,1983,5,1
9579,2672,3,1
9580,1835,3,3
9581,2360,3,1
9582,2296,2,3
9583,1116,2,2
9584,1817,3,1
9585,1367,3,3
9586,2117,4,1
9587,1167,5,3
9588,1953,3,2
9589,2738,4,3
9590,2364,3,2
9591,1660,5,1
9592,2937,3,3
9593,1694,5,2
9594,1924,2,1
9595,1151,5,2
9596,1585,3,1
9597,2900,4,2
9598,1912,2,3
9599,1273,4,2
9600,2577,3,1
9601,1495,2,2
9602,2747,4,2
9603,1100,3,3
9604,1556,4,1
9605,2105,5,1
9606,2552,5,2
9607,1072,3,1
9608,2037,4,1
9609,2456,3,1
9610,1156,4,3
9611,1734,2,3
9612,1131,3,3
9613,2361,3,1
9614,2018,4,3
9615,2427,3,1
9616,2399,2,3
9617,2911,4,2
9618,1558,4,1
9619,1106,4,2
9620,2643,2,2
9621,1264,2,2
9622,2228,3,3
9623,2102,4,3
9624,1154,2,2
9625,2806,5,2
9626,1987,3,2
9627,1996,2,3
9628,1246,2,2
9629,1530,2,2
9630,1857,3,1
9631,2971,2,2
9632,1537,2,1
9633,1728,5,1
9634,2177,5,1
9635,1153,5,3
9636,2709,2,2
9637,1091,5,2
9638,2456,4,1
9639,1337,5,1
9640,2503,5,1
9641,2716,2,1
9642,2154,4,2
9643,1449,5,2
9644,1809,2,1
9645,1786,4,1
9646,1272,5,1
9647,2952,2,1
9648,1587,4,3
9649,1176,5,2
9650,2719,4,2
9651,1830,4,3
9652,1642,2,1
9653,2898,3,1
9654,2072,4,2
9655,1566,4,3
9656,1665,4,1
9657,2378,4,2
9658,2735,4,2
9659,2331,3,2
9660,1867,2,3
9661,2908,3,3
9662,2653,2,3
9663,2798,3,3
9664,2069,2,3
9665,1301,5,3
9666,1867,4,2
9667,1911,2,2
9668,1407,2,1
9669,2212,4,1
9670,1821,5,1
9671,2853,4,3
9672,2152,2,3
9673,1560,2,1
9674,2560,4,1
9675,2289,3,3
9676,2141,4,3
9677,1463,2,2
9678,1143,2,1
9679,1441,2,3
9680,2223,5,2
9681,2180,4,2
9682,1486,5,3
9683,1859,4,3
9684,2157,5,2
9685,2935,3,2
9686,1147,2,3
9687,2359,2,1
9688,2094,4,1
9689,2256,2,1
9690,2357,5,1
9691,1810,3,1
9692,1665,5,1
9693,1089,5,1
9694,2357,4,3
9695,1198,2,2
9696,2184,5,2
9697,1537,4,2
9698,2144,5,2
9699,1300,5,1
9700,1723,5,3
9701,2598,4,2
9702,1962,3,1
9703,2459,5,1
9704,1067,5,1
9705,2788,4,3
9706,2945,2,3
9707,1458,3,3
9708,2537,4,2
9709,1397,2,2
9710,1619,4,3
9711,2309,4,3
9712,2584,3,3
9713,2163,3,3
9714,1729,3,1
9715,1555,3,2
9716,2952,2,1
9717,1780,5,2
9718,2613,4,1
9719,2751,3,1
9720,1893,5,1
9721,1609,2,3
9722,1747,3,1
9723,1281,4,1
9724,1660,5,3
9725,1923,3,3
9726,2839,4,2
9727,1995,5,1
9728,2959,4,2
9729,2601,2,2
9730,1745,3,1
9731,2480,3,2
9732,1086,4,3
9733,2102,5,3
9734,2228,3,1
9735,1790,4,2
9736,2360,2,1
9737,2277,3,3
9738,1303,4,1
9739,2403,5,3
9740,1129,3,3
9741,1595,3,3
9742,2299,2,2
9743,2722,4,2
9744,1557,5,2
9745,1898,2,2
9746,2206,2,3
9747,2291,2,3
9748,2831,4,3
9749,2345,4,2
9750,2535,3,1
9751,2635,4,1
9752,1077,2,2
9753,1783,4,2
9754,2362,5,2
9755,1673,3,2
9756,2579,2,3
9757,2532,3,2
9758,1237,4,3
9759,2157,3,2
9760,2996,3,3
9761,2215,4,3
9762,2379,3,3
9763,1277,4,2
9764,2041,2,3
9765,1523,3,2
9766,1179,5,3
9767,1122,5,3
9768,2269,2,2
9769,2757,4,1
9770,2396,4,2
9771,2074,3,1
9772,2094,3,2
9773,1479,5,3
9774,2583,5,2
9775,2042,4,1
9776,2797,5,3
9777,1083,4,2
9778,2178,2,2
9779,1564,2,3
9780,1618,5,1
9781,1356,3,2
9782,1815,5,1
9783,1646,5,2
9784,1442,5,2
9785,2092,3,2
9786,1522,5,1
9787,1142,3,3
9788,1191,5,2
9789,2410,3,3
9790,1377,3,2
9791,1580,3,2
9792,1534,3,1
9793,2716,3,3
9794,2316,2,3
9795,2032,4,1
9796,2294,4,3
9797,2410,3,2
9798,1092,4,2
9799,2989,3,3
9800,1528,5,3
9801,2177,2,3
9802,1404,5,1
9803,1839,5,3
9804,2172,3,3
9805,1888,5,2
9806,2290,2,1
9807,1421,5,3
9808,2863,2,3
9809,2641,2,1
9810,1471,3,2
9811,1892,2,1
9812,1546,5,2
9813,1630,3,3
9814,2549,2,3
9815,2526,2,1
9816,2037,4,3
9817,1777,3,1
9818,2675,4,1
9819,2829,2,1
9820,1363,4,3
9821,1118,5,2
9822,2261,5,3
9823,1545,2,2
9824,2192,4,2
9825,1521,4,2
9826,1633,3,3
9827,2936,5,2
9828,2680,5,3
9829,1962,3,3
9830,1957,5,1
9831,2758,4,3
9832,1882,4,3
9833,2792,5,3
9834,1779,3,3
9835,1870,2,2
9836,1515,2,2
9837,1937,2,3
9838,2420,2,3
9839,1865,4,1
9840,1105,2,2
9841,2108,4,3
9842,1213,4,1
9843,2144,2,1
9844,2155,2,3
9845,1849,2,1
9846,1196,5,1
9847,1018,5,1
9848,1641,3,2
9849,2035,4,1
9850,2104,2,1
9851,1329,5,3
9852,1865,3,3
9853,1773,4,2
9854,1391,4,3
9855,1636,4,2
9856,1306,5,1
9857,2290,2,1
9858,2470,2,1
9859,2464,4,3
9860,1894,4,2
9861,1651,3,3
9862,1840,3,3
9863,2025,4,2
9864,1519,3,2
9865,2785,5,2
9866,2674,4,1
9867,1635,3,3
9868,2332,4,3
9869,1739,2,1
9870,2545,5,2
9871,1468,4,3
9872,1211,2,1
9873,2135,4,3
9874,2031,2,3
9875,1803,3,3
9876,1476,2,2
9877,1873,5,2
9878,1459,5,3
9879,1252,3,2
9880,2549,4,1
9881,1751,5,1
9882,2461,3,3
9883,2777,5,1
9884,1980,3,2
9885,1853,5,2
9886,2684,3,1
9887,1235,5,3
9888,2329,4,1
9889,1477,2,2
9890,1678,5,3
9891,2043,3,2
9892,1215,4,3
9893,1854,5,3
9894,1134,3,3
9895,1904,2,2
9896,2152,3,3
9897,1409,5,3
9898,2445,3,1
9899,2317,3,1
9900,2269,2,2
9901,2724,5,3
9902,2579,5,1
9903,1085,2,2
9904,1555,4,3
9905,2865,3,2
9906,2398,3,3
9907,2469,3,1
9908,1377,5,3
9909,2413,5,1
9910,2680,3,3
9911,2074,5,3
9912,1241,2,1
9913,2317,2,1
9914,1919,5,1
9915,2586,3,2
9916,1265,3,1
9917,2143,3,3
9918,1711,3,2
9919,2940,5,2
9920,2271,4,2
9921,1069,4,2
9922,2876,3,1
9923,1056,3,3
9924,2405,3,3
9925,1038,4,2
9926,1800,2,2
9927,2466,4,1
9928,2041,5,3
9929,2975,4,1
9930,1731,5,2
9931,1824,3,2
9932,1755,5,2
9933,1351,3,3
9934,2995,2,3
9935,2839,3,2
9936,2321,3,3
9937,1282,2,2
9938,2609,3,3
9939,1109,3,3
9940,2016,3,2
9941,2203,4,3
9942,2961,5,2
9943,1543,3,1
9944,2769,4,3
9945,2817,3,1
9946,1024,5,2
9947,1842,3,2
9948,1790,5,3
9949,1737,4,3
9950,1056,4,3
9951,1179,3,2
9952,1231,2,3
9953,2917,5,1
9954,1342,3,3
9955,1476,4,2
9956,2822,3,1
9957,1575,5,1
9958,1454,3,3
9959,2255,5,2
9960,1288,4,2
9961,2236,2,3
9962,1257,2,2
9963,1529,4,3
9964,1686,4,2
9965,1928,3,1
9966,1228,4,3
9967,2249,4,2
9968,1595,5,2
9969,2826,3,3
9970,1434,5,1
9971,1881,3,2
9972,2020,3,3
9973,2781,2,1
9974,1401,2,2
9975,1621,4,2
9976,2789,3,2
9977,1087,4,3
9978,1583,5,3
9979,2916,4,3
9980,2565,5,1
9981,2707,2,2
9982,1308,2,2
9983,1905,5,1
9984,1342,5,1
9985,1435,5,3
9986,1176,4,2
9987,1138,5,1
9988,1193,3,1
9989,2209,5,1
9990,2241,2,3
9991,2187,5,3
9992,2184,2,2
9993,1942,2,3
9994,1524,4,2
9995,2831,5,3
9996,2624,2,3
9997,2859,3,3
9998,2065,5,1
9999,1914,5,3
10000,1209,2,2
10001,1740,4,3
10002,1861,4,1
10003,2298,5,1
10004,1953,5,2
10005,2302,4,2
10006,2274,4,1
10007,2333,3,3
10008,2743,5,2
10009,1832,5,2
10010,1139,5,3
10011,1791,4,3
10012,1545,2,3
10013,2844,3,1
10014,2016,4,1
10015,2927,4,3
10016,2553,3,2
10017,1056,5,2
10018,1111,2,1
10019,1004,3,1
10020,2433,2,2
10021,2437,5,1
10022,2205,2,1
10023,2036,5,2
10024,2362,4,3
10025,2820,5,2
10026,2282,3,1
10027,1089,3,3
10028,1615,5,3
10029,1890,5,2
10030,1697,4,3
10031,2273,4,3
10032,2278,5,2
10033,2611,2,3
10034,1897,4,3
10035,1970,3,2
10036,2131,4,2
10037,1667,4,1
10038,1593,4,1
10039,1588,4,2
10040,1484,5,1
10041,1981,4,2
10042,1971,2,1
10043,2281,4,1
10044,1638,4,3
10045,1996,3,1
10046,2926,4,3
10047,1281,3,1
10048,1985,3,3
10049,2111,5,1
10050,2227,3,1
10051,1015,3,3
10052,2174,2,3
10053,1935,2,2
10054,1253,3,2
10055,2211,5,3
10056,1328,2,1
10057,1543,2,2
10058,1782,5,2
10059,1996,4,2
10060,2420,2,2
10061,2540,3,2
10062,2482,3,3
10063,2353,3,2
10064,2843,5,3
10065,1844,3,3
10066,2192,4,1
10067,2716,5,2
10068,1365,2,2
10069,2201,5,1
10070,1654,3,2
10071,2385,5,2
10072,1759,5,3
10073,1638,5,3
10074,2798,5,1
10075,2063,4,3
10076,1923,5,2
10077,1415,3,2
10078,2378,2,1
10079,1254,4,2
10080,2166,5,1
10081,2775,2,2
10082,2763,4,1
10083,2876,3,2
10084,1709,3,2
10085,1576,2,2
10086,1899,5,2
10087,1010,2,2
10088,2643,4,1
10089,1025,2,1
10090,1956,2,3
10091,1420,5,1
10092,2686,3,2
10093,2244,5,1
10094,2876,3,2
10095,1495,5,2
10096,2260,3,3
10097,1236,5,1
10098,2008,3,1
10099,1218,3,2
10100,2510,3,1
10101,2959,3,1
10102,1460,5,1
10103,1662,4,2
10104,1634,3,1
10105,2167,3,2
10106,1989,3,2
10107,1188,3,1
10108,1254,3,3
10109,1067,2,2
10110,1615,2,1
10111,1335,3,3
10112,1670,3,2
10113,1820,3,3
10114,1873,4,1
10115,2432,5,3
10116,1299,3,3
10117,2931,4,2
10118,2625,4,2
10119,1356,3,1
10120,1255,5,2
10121,2007,2,3
10122,1352,3,3
10123,2755,3,1
10124,2544,2,2
10125,1523,5,2
10126,2860,2,1
10127,1949,3,2
10128,1755,3,3
10129,2717,4,1
10130,1283,2,2
10131,2335,4,3
10132,1098,4,1
10133,1196,4,3
10134,1481,4,3
10135,1877,2,2
10136,2249,2,3
10137,2868,2,2
10138,1614,3,3
10139,1617,5,2
10140,2388,4,2
10141,1367,3,1
10142,1569,2,2
10143,1589,2,3
10144,2098,3,1
10145,2065,4,1
10146,1421,2,3
10147,1835,4,3
10148,2204,4,1
10149,1544,5,1
10150,1070,2,2
10151,2591,3,1
10152,2128,5,3
10153,2223,4,1
10154,2124,3,3
10155,1767,5,3
10156,1306,5,2
10157,2609,5,2
10158,2706,4,2
10159,1376,4,3
10160,1654,2,3
10161,1677,5,3
10162,1398,3,2
10163,2796,4,1
10164,1220,5,1
10165,2618,3,2
10166,1181,4,2
10167,1306,3,3
10168,1521,3,3
10169,2419,2,3
10170,2013,4,1
10171,1003,4,1
10172,1862,4,2
10173,2937,4,2
10174,1847,2,3
10175,1803,2,1
10176,2304,5,1
10177,1214,4,2
10178,1971,3,1
10179,2633,2,3
10180,2443,3,1
10181,1100,3,3
10182,1962,3,3
10183,2544,5,3
10184,1572,5,3
10185,2332,4,1
10186,1657,2,1
10187,1938,4,3
10188,2954,5,2
10189,2533,5,2
10190,2086,3,3
10191,2656,4,3
10192,1225,3,2
10193,1104,5,1
10194,2997,4,1
10195,1771,4,2
10196,2884,2,3
10197,2448,5,3
10198,2278,5,1
10199,1428,2,1
10200,1433,5,3
10201,2230,3,1
10202,2051,3,2
10203,1681,3,2
10204,2359,4,1
10205,1587,3,3
10206,2651,5,2
10207,2092,2,1
10208,1865,3,1
10209,1745,3,3
10210,2536,4,1
10211,2190,5,2
10212,1863,2,1
10213,2753,5,3
10214,2808,3,1
10215,1367,5,2
10216,1250,2,2
10217,1858,3,1
10218,1855,5,3
10219,2954,2,2
10220,2709,3,3
10221,2193,3,3
10222,2781,5,2
10223,2958,4,1
10224,2113,4,3
10225,1560,2,1
10226,2469,5,3
10227,1293,2,2
10228,1918,5,3
10229,2173,2,1
10230,2155,2,1
10231,1432,5,3
10232,1058,4,3
10233,1968,2,3
10234,1835,5,2
10235,1198,5,1
10236,1214,5,3
10237,1897,3,1
10238,2584,5,1
10239,1471,5,1
10240,2767,3,1
10241,1246,3,3
10242,1381,4,1
10243,1990,5,1
10244,2262,2,2
10245,1926,3,3
10246,2390,3,1
10247,2191,4,1
10248,1559,4,3
10249,2074,4,3
10250,2834,5,1
10251,2633,5,2
10252,2974,5,2
10253,2751,3,3
10254,1688,4,3
10255,1379,3,2
10256,1473,2,2
10257,2103,5,2
10258,1696,3,2
10259,2390,2,2
10260,2484,3,3
10261,1910,2,3
10262,2562,3,3
10263,2475,3,3
10264,2487,5,1
10265,1959,3,2
10266,1477,3,2
10267,2003,4,3
10268,1925,3,2
10269,2443,5,1
10270,1706,3,1
10271,2237,5,1
10272,2392,4,3
10273,1853,5,2
10274,2137,4,1
10275,2016,4,1
10276,1753,4,2
10277,1502,4,2
10278,2659,4,1
10279,1816,5,1
10280,1587,4,2
10281,2334,4,3
10282,2492,4,2
10283,2847,4,3
10284,1707,4,1
10285,2886,2,3
10286,2067,3,3
10287,2438,3,1
10288,2721,4,1
10289,2878,4,3
10290,2269,2,2
10291,2972,4,2
10292,2107,2,1
10293,1206,3,1
10294,1150,5,2
10295,1667,3,2
10296,1527,5,1
10297,1164,5,2
10298,1916,5,3
10299,2998,4,1
10300,2168,2,3
10301,2009,5,3
10302,1036,2,3
10303,1332,3,3
10304,1402,5,2
10305,1413,3,1
10306,1044,2,2
10307,2425,2,3
10308,1205,3,3
10309,1061,2,3
10310,1419,3,3
10311,1867,2,1
10312,2491,4,1
10313,1819,3,1
10314,1018,5,3
10315,1364,5,3
10316,2323,5,1
10317,2030,2,1
10318,2784,3,1
10319,1427,2,2
10320,2140,5,3
10321,1579,4,1
10322,2530,5,1
10323,1545,5,3
10324,2729,5,2
10325,1324,4,3
10326,1054,4,1
10327,1777,3,1
10328,1991,4,2
10329,1041,3,2
10330,2320,4,3
10331,2996,3,1
10332,1230,5,2
10333,1452,4,1
10334,2913,2,2
10335,1393,2,2
10336,2545,3,1
10337,2381,4,1
10338,2467,4,3
10339,2151,2,3
10340,1690,4,3
10341,2428,4,1
10342,1391,3,2
10343,2216,5,3
10344,1603,2,1
10345,1880,5,3
10346,2766,4,3
10347,2101,4,3
10348,1084,3,2
10349,2053,5,1
10350,2748,5,2
10351,1048,3,3
10352,2800,5,3
10353,2168,3,2
10354,1068,3,3
10355,2081,4,3
10356,1696,4,2
10357,2597,4,1
10358,1478,3,3
10359,1819,4,3
10360,2468,2,1
10361,2319,2,2
10362,2701,4,2
10363,2194,3,3
10364,2598,2,3
10365,1146,4,2
10366,2507,2,3
10367,2329,2,2
10368,2696,2,2
10369,2676,5,2
10370,2869,2,3
10371,2015,4,2
10372,1608,2,1
10373,1445,4,1
10374,1220,2,2
10375,2578,2,1
10376,2968,5,2
10377,2827,2,3
10378,2401,4,3
10379,2643,5,3
10380,2289,5,2
10381,1094,2,2
10382,1261,2,1
10383,2848,3,1
10384,1896,2,3
10385,2094,3,2
10386,2977,4,1
10387,1218,2,3
10388,2556,2,2
10389,1091,3,1
10390,1126,3,1
10391,1079,5,1
10392,2847,5,1
10393,2261,2,3
10394,1982,4,3
10395,2395,5,1
10396,1915,5,2
10397,1485,5,2
10398,1693,3,2
10399,1024,2,3
10400,1155,3,2
10401,2540,4,2
10402,1631,3,2
10403,2812,2,2
10404,2553,3,3
10405,2966,4,2
10406,2733,2,1
10407,2080,2,3
10408,2628,2,2
10409,1018,2,1
10410,2407,4,3
10411,2888,2,1
10412,2216,4,2
10413,1236,4,2
10414,2410,3,2
10415,2449,3,1
10416,1276,2,3
10417,2250,5,1
10418,1744,5,1
10419,1551,2,1
10420,2346,4,2
10421,2176,3,1
10422,1638,2,1
10423,1236,2,1
10424,1997,4,3
10425,1054,3,1
10426,2459,5,1
10427,1683,5,2
10428,1108,2,1
10429,2889,2,1
10430,2207,2,2
10431,2974,2,1
10432,2391,2,1
10433,2221,5,3
10434,2394,2,3
10435,1372,3,1
10436,1972,4,3
10437,2520,5,1
10438,2622,4,3
10439,1200,4,1
10440,1848,2,3
10441,1508,4,1
10442,2345,3,2
10443,1274,2,2
10444,1210,5,1
10445,1503,3,3
10446,2926,5,2
10447,2141,2,3
10448,1702,2,3
10449,2577,5,2
10450,1041,4,2
10451,1314,5,3
10452,1787,3,1
10453,1328,4,2
10454,2040,2,1
10455,1282,3,1
10456,1942,3,2
10457,1257,2,1
10458,1574,4,1
10459,1573,2,1
10460,1611,3,1
10461,2042,3,3
10462,2552,3,1
10463,1836,2,1
10464,1422,5,1
10465,2489,3,1
10466,2396,3,3
10467,1757,4,3
10468,1762,5,3
10469,2990,4,2
10470,2104,3,2
10471,2574,5,3
10472,2571,4,2
10473,1423,2,3
10474,1428,4,1
10475,2411,5,3
10476,2944,4,3
10477,2732,5,2
10478,2693,5,3
10479,1203,4,1
10480,1195,4,3
10481,1727,2,3
10482,1284,4,3
10483,2992,5,3
10484,1195,3,2
10485,1306,4,2
10486,2687,4,2
10487,1013,5,3
10488,2860,3,1
10489,2169,2,2
10490,2961,3,1
10491,2080,5,2
10492,1722,5,1
10493,1779,5,3
10494,2233,5,3
10495,1528,3,2
10496,1797,3,1
10497,1343,3,3
10498,2738,4,3
10499,2634,5,3
10500,2302,4,2
10501,1208,4,1
10502,1640,4,2
10503,2358,2,1
10504,2311,4,2
10505,1251,5,3
10506,2288,4,1
10507,1270,5,2
10508,2947,2,3
10509,1919,3,3
10510,2723,5,1
10511,1418,4,2
10512,2749,5,3
10513,1794,4,1
10514,2234,3,1
10515,2388,5,3
10516,2099,4,2
10517,2683,5,1
10518,2344,3,3
10519,1724,3,3
10520,1432,3,3
10521,1108,5,2
10522,1640,5,2
10523,2545,4,1
10524,2070,3,1
10525,1378,4,3
10526,2850,5,1
10527,2119,2,3
10528,1957,3,1
10529,1102,4,2
10530,1891,3,2
10531,1853,4,3
10532,2169,4,1
10533,2903,2,1
10534,2965,5,1
10535,2951,3,3
10536,2050,5,1
10537,2755,4,2
10538,1529,5,1
10539,1678,2,2
10540,2968,5,1
10541,1988,4,3
10542,2105,4,3
10543,1427,2,1
10544,2607,3,1
10545,1821,2,2
10546,2502,3,3
10547,2789,4,1
10548,2185,5,3
10549,2862,4,3
10550,1931,2,1
10551,2425,2,1
10552,2531,5,1
10553,2061,2,1
10554,2978,4,2
10555,1510,5,1
10556,1392,3,2
10557,1712,2,1
10558,1493,3,3
10559,2223,5,1
10560,2278,2,2
10561,2202,5,1
10562,1546,2,1
10563,1593,2,3
10564,1388,2,3
10565,2421,5,2
10566,2755,5,1
10567,1157,4,1
10568,2027,4,3
10569,1166,5,2
10570,2491,5,1
10571,1959,2,2
10572,1408,4,2
10573,2435,4,2
10574,2227,5,3
10575,1193,4,3
10576,1234,5,1
10577,1717,4,2
10578,2173,3,2
10579,2182,3,2
10580,2302,4,1
10581,1815,5,1
10582,1403,3,2
10583,1892,2,2
10584,1677,5,2
10585,2334,3,1
10586,1067,2,2
10587,2486,3,2
10588,1087,3,3
10589,1216,2,2
10590,1000,2,3
10591,2158,4,2
10592,2720,3,3
10593,2374,2,3
10594,1139,4,1
10595,1617,2,2
10596,1132,4,2
10597,2643,4,2
10598,1177,2,3
10599,1809,2,1
10600,2381,3,3
10601,1379,3,3
10602,1907,4,3
10603,2894,2,2
10604,1657,3,3
10605,1449,4,3
10606,1585,3,1
10607,1462,4,2
10608,1989,3,1
10609,2131,2,2
10610,1121,5,1
10611,1016,5,2
10612,2219,4,2
10613,1326,5,3
10614,1317,5,1
10615,1808,4,2
10616,2502,5,3
10617,2275,3,1
10618,1502,3,2
10619,1118,3,2
10620,2697,2,2
10621,1709,3,3
10622,2521,5,1
10623,2509,5,2
10624,1044,3,2
10625,1313,2,1
10626,2202,3,1
10627,2917,2,1
10628,1417,2,1
10629,1555,3,2
10630,2806,2,3
10631,2101,5,1
10632,1325,3,3
10633,2713,5,3
10634,2380,2,3
10635,2439,4,1
10636,2986,3,3
10637,1514,4,3
10638,1213,4,2
10639,2877,4,1
10640,1073,4,1
10641,2586,5,1
10642,2602,3,1
10643,1508,5,1
10644,1331,2,2
10645,2116,3,3
10646,1687,3,2
10647,1656,5,3
10648,2542,2,1
10649,2292,4,2
10650,2399,2,1
10651,2857,5,1
10652,2027,5,3
10653,2161,5,3
10654,2254,4,3
10655,1599,3,2
10656,2552,2,3
10657,2075,2,1
10658,2669,4,3
10659,2746,5,3
10660,1324,2,3
10661,1991,3,3
10662,2993,2,1
10663,2928,5,3
10664,2754,2,1
10665,1716,5,2
10666,1722,3,2
10667,1276,4,1
10668,1535,5,2
10669,2509,5,3
10670,2539,2,3
10671,1151,4,3
10672,1954,5,2
10673,2506,2,1
10674,1258,3,2
10675,1323,4,2
10676,2016,2,1
10677,1868,4,1
10678,2191,5,2
10679,1687,2,2
10680,1309,3,1
10681,1802,3,1
10682,2502,2,2
10683,2079,2,3
10684,1619,4,3
10685,1472,2,3
10686,2319,4,1
10687,1460,5,3
10688,2347,2,3
10689,1813,5,1
10690,1845,3,1
10691,2164,4,1
10692,1666,4,3
10693,1261,3,3
10694,2808,5,3
10695,2443,4,3
10696,2767,3,1
10697,2264,3,3
10698,1354,3,1
10699,2872,2,2
10700,1769,5,2
10701,2784,3,2
10702,2612,5,3
10703,1179,4,1
10704,1065,2,2
10705,1819,3,1
10706,2371,3,3
10707,1170,3,3
10708,1473,4,2
10709,1533,2,2
10710,2390,5,2
10711,2130,5,3
10712,1438,5,3
10713,1834,5,2
